"Words";"mean";"dispersion";"average rate";
"варшава";"0";"0";"0";
"варшавский";"0";"0";"0";
"варьироваться";"0";"0";"0";
"василий";"0";"0";"0";
"васильев";"0";"0";"0";
"ватикан";"0";"0";"0";
"ватиканский";"0";"0";"0";
"ваучер";"0";"0";"0";
"вахта";"0";"0";"0";
"ваххабит";"-0,666666666666667";"0,471404520791032";"-1";
"вашингтон";"-0,111111111111111";"0,314269680527354";"0";
"вашингтонский";"0";"0";"0";
"вбивать";"-1";"0,816496580927726";"-1";
"ввод";"0";"0";"0";
"вводиться";"-0,333333333333333";"0,471404520791032";"0";
"ввс";"0";"0";"0";
"вгтрк";"0";"0";"0";
"вдв";"0";"0";"0";
"вдвое";"0";"0";"0";
"вдвоем";"0";"0";"0";
"вдвойне";"0";"0";"0";
"вднх";"0";"0";"0";
"вдоволь";"0";"0,816496580927726";"0";
"вдохновлять";"1,16666666666667";"0,687184270936277";"1";
"вдумчивый";"0";"0,816496580927726";"0";
"ведомство";"0";"0";"0";
"вежливость";"1,22222222222222";"0,628539361054709";"1";
"вежливый";"1";"0,816496580927726";"1";
"везучий";"1,33333333333333";"0,471404520791032";"1";
"вековой";"0,111111111111111";"0,314269680527355";"0";
"великобритания";"-0,333333333333333";"0,471404520791032";"0";
"великодержавный";"0,333333333333333";"0,471404520791032";"0";
"великолепие";"2";"0";"2";
"великоросс";"-1";"0,816496580927726";"-1";
"великорусский";"0,666666666666667";"0,666666666666667";"1";
"великосветский";"-0,555555555555556";"0,684934889218775";"-1";
"величественный";"1,66666666666667";"0,471404520791032";"2";
"величина";"0";"0";"0";
"венгерский";"0";"0";"0";
"венгрия";"0";"0";"0";
"венерический";"-1";"0,816496580927726";"-1";
"венесуэлец";"0";"0";"0";
"венесуэльский";"0";"0";"0";
"венский";"0";"0";"0";
"вентспилс";"0";"0";"0";
"вербовать";"-0,4";"0,489897948556636";"0";
"вердикт";"0";"0";"0";
"верзилов";"0";"0";"0";
"вериться";"0";"0";"0";
"вермахт";"0";"0";"0";
"верность";"1,33333333333333";"0,471404520791032";"1";
"верный";"0,4";"0,489897948556636";"0";
"вероломный";"-1,66666666666667";"0,471404520791032";"-2";
"вероятностный";"0";"0";"0";
"вероятность";"0,333333333333333";"0,471404520791032";"0";
"вероятный";"0";"0";"0";
"вертеться";"-0,111111111111111";"0,566557723732532";"0";
"вертикаль";"-0,166666666666667";"0,897527467855751";"0";
"вертолет";"-0,2";"0,4";"0";
"верховный";"0,666666666666667";"0,471404520791032";"1";
"верхушка";"-0,333333333333333";"0,74535599249993";"0";
"вершина";"0,222222222222222";"0,415739709641549";"0";
"вес";"-0,333333333333333";"0,471404520791032";"0";
"веселиться";"0,6";"1,01980390271856";"1";
"веселый";"0,333333333333333";"0,942809041582063";"0";
"весить";"0";"0";"0";
"весьегонск";"0";"0";"0";
"весьегонский";"0";"0";"0";
"ветеран";"0";"0";"0";
"ветхий";"-0,75";"0,433012701892219";"-1";
"вечеринка";"0,666666666666667";"0,471404520791032";"1";
"вечный";"0,666666666666667";"0,942809041582063";"1";
"вешать";"0";"0";"0";
"вещание";"0";"0";"0";
"вещать";"0,111111111111111";"0,993807989999906";"0";
"вещество";"0";"0";"0";
"вещий";"0,666666666666667";"0,942809041582063";"1";
"взаимность";"0";"0,816496580927726";"0";
"взаимный";"0";"1,0690449676497";"0";
"взаимовыгодный";"1,11111111111111";"0,314269680527355";"1";
"взаимодействие";"0,333333333333333";"0,471404520791032";"0";
"взаимодействовать";"0";"0";"0";
"взаимоотношение";"0";"0";"0";
"взаимосвязанный";"0";"0";"0";
"взахлеб";"0";"0";"0";
"взбалмошный";"-0,666666666666667";"0,471404520791032";"-1";
"взбесить";"-2";"0";"-2";
"взбредать";"-1";"0,707106781186548";"-1";
"взвешивать";"0";"0";"0";
"взвод";"0";"0";"0";
"взглядывать";"0";"0";"0";
"вздрагивать";"-0,333333333333333";"0,471404520791032";"0";
"взиматься";"0";"0";"0";
"взламывать";"-1";"0";"-1";
"взлом";"-0,666666666666667";"0,74535599249993";"-1";
"взнос";"0";"0";"0";
"взорвать";"-1";"0,816496580927726";"-1";
"взрыв";"-0,8";"0,4";"-1";
"взрывать";"-0,5";"0,5";"0";
"взрывоопасный";"-0,4";"1,35646599662505";"0";
"взрывчатка";"-0,333333333333333";"0,471404520791032";"0";
"взыскание";"-0,333333333333333";"0,471404520791032";"0";
"взыскивать";"-0,5";"0,5";"0";
"взятка";"-1,33333333333333";"0,666666666666667";"-1";
"взяточник";"-1,5";"0,5";"-2";
"видение";"0,111111111111111";"0,737027731190089";"0";
"видеозапись";"0";"0";"0";
"видеться";"0";"0";"0";
"видимость";"0";"0";"0";
"виза";"0";"0";"0";
"византийский";"0";"0";"0";
"визгливый";"-1";"0";"-1";
"визжать";"-1";"0";"-1";
"визит";"0";"0";"0";
"визовый";"0";"0";"0";
"википедия";"0";"0";"0";
"виктор";"0";"0";"0";
"викторианский";"0";"0";"0";
"вильнюсский";"0";"0";"0";
"вилять";"-0,6";"0,489897948556636";"-1";
"винить";"-1,25";"0,433012701892219";"-1";
"виноватый";"-1,33333333333333";"0,471404520791032";"-1";
"виновность";"-0,666666666666667";"0,471404520791032";"-1";
"виновный";"-1";"0";"-1";
"винтовка";"-0,333333333333333";"0,471404520791032";"0";
"виргинский";"0";"0";"0";
"вирджиния";"0";"0";"0";
"виртуальный";"0";"0";"0";
"вирус";"-0,333333333333333";"0,471404520791032";"0";
"вирусный";"-0,777777777777778";"0,628539361054709";"-1";
"висконсин";"0";"0";"0";
"виссарионович";"0";"0";"0";
"витебский";"0";"0";"0";
"витиеватый";"-1,2";"0,748331477354788";"-1";
"вице-адмирал";"0";"0";"0";
"вице-президент";"0";"0";"0";
"вице-премьер";"0,25";"0,433012701892219";"0";
"вице-спикер";"0";"0";"0";
"вклад";"0,166666666666667";"0,372677996249965";"0";
"вкладчик";"0";"0";"0";
"включаться";"0";"0,471404520791032";"0";
"вкусный";"1,33333333333333";"0,471404520791032";"1";
"влага";"0,444444444444444";"0,684934889218775";"0";
"влад";"-0,333333333333333";"0,471404520791032";"0";
"владеть";"0";"0";"0";
"владикавказ";"0";"0";"0";
"владимир";"0";"0";"0";
"властный";"-0,333333333333333";"0,942809041582063";"0";
"власть";"0";"0";"0";
"вливаться";"0";"0";"0";
"влияние";"0";"0";"0";
"влиятельный";"0,666666666666667";"0,471404520791032";"1";
"влиять";"-0,2";"0,4";"0";
"влксм";"0";"0";"0";
"влюбляться";"0,8";"0,748331477354788";"1";
"вменяемый";"0,333333333333333";"0,471404520791032";"0";
"вместе";"0";"0";"0";
"вместительный";"0,666666666666667";"0,471404520791032";"1";
"вмешательство";"-0,666666666666667";"0,471404520791032";"-1";
"вмешиваться";"-0,666666666666667";"0,471404520791032";"-1";
"вмс";"0";"0";"0";
"внакладе";"-0,777777777777778";"0,628539361054709";"-1";
"внедрение";"0,555555555555556";"0,496903994999953";"1";
"внедрять";"-0,333333333333333";"0,471404520791032";"0";
"внезапный";"-0,333333333333333";"0,471404520791032";"0";
"внеземной";"0,4";"0,8";"0";
"внеплановый";"-0,666666666666667";"0,471404520791032";"-1";
"внесение";"-0,333333333333333";"0,471404520791032";"0";
"внешнеполитический";"0,111111111111111";"0,314269680527355";"0";
"внешний";"0";"0";"0";
"внимание";"0,222222222222222";"0,628539361054709";"0";
"внимательный";"1";"0";"1";
"внутренний";"0";"0";"0";
"внутригосударственный";"0";"0";"0";
"внутрироссийский";"-0,222222222222222";"0,415739709641549";"0";
"внушать";"0,2";"0,748331477354788";"0";
"внушительный";"1";"0";"1";
"внятно";"0,333333333333333";"0,471404520791032";"0";
"внятный";"0,666666666666667";"0,471404520791032";"1";
"вовлечение";"-0,333333333333333";"0,471404520791032";"0";
"водиться";"0";"0";"0";
"водоизмещение";"0";"0";"0";
"водораздел";"0";"0";"0";
"водохранилище";"0";"0";"0";
"воевать";"0";"0";"0";
"военачальник";"0";"0";"0";
"военкомат";"-0,166666666666667";"0,372677996249965";"0";
"военно-исторический";"0";"0";"0";
"военно-морской";"0";"0";"0";
"военно-политический";"0,333333333333333";"0,471404520791032";"0";
"военнопленный";"0";"0";"0";
"военнослужащий";"0";"0";"0";
"военный";"0";"0";"0";
"вожделенный";"1";"0,816496580927726";"1";
"вождение";"0";"0";"0";
"вождь";"0,333333333333333";"0,471404520791032";"0";
"возбудитель";"-0,777777777777778";"0,628539361054709";"-1";
"возбуждение";"0,333333333333333";"0,471404520791032";"0";
"возврат";"0";"0";"0";
"возвращать";"0,333333333333333";"0,471404520791032";"0";
"возвращаться";"0";"0";"0";
"возвращение";"0";"0";"0";
"возглавлять";"0";"0,471404520791032";"0";
"возгорание";"0";"0";"0";
"воздействие";"-0,333333333333333";"0,471404520791032";"0";
"воздерживаться";"0,444444444444444";"0,684934889218775";"0";
"воздух";"0";"0";"0";
"воздушно-десантный";"0";"0";"0";
"воздушный";"-0,111111111111111";"0,314269680527355";"0";
"возлагать";"0";"0,577350269189626";"0";
"возложение";"0";"0";"0";
"возмещать";"0";"0";"0";
"возможный";"0";"0";"0";
"возмутительный";"-1,66666666666667";"0,471404520791032";"-2";
"возмущать";"-0,5";"0,5";"0";
"возмущаться";"-1,33333333333333";"0,471404520791032";"-1";
"возмущение";"-1,33333333333333";"0,471404520791032";"-1";
"вознаграждение";"0,333333333333333";"0,471404520791032";"0";
"возникновение";"0";"0";"0";
"возобновление";"0";"0,816496580927726";"0";
"возобновлять";"-0,111111111111111";"0,566557723732532";"0";
"возражать";"-0,75";"0,433012701892219";"-1";
"возраст";"0";"0";"0";
"возрастной";"0";"0";"0";
"возрождать";"1,33333333333333";"0,471404520791032";"1";
"возрождаться";"1,25";"0,433012701892219";"1";
"возрождение";"1";"0";"1";
"воин";"0";"0";"0";
"воинский";"0,2";"0,4";"0";
"воинственный";"-0,333333333333333";"0,471404520791032";"0";
"воистину";"0,666666666666667";"0,942809041582063";"1";
"война";"-1";"1";"-1";
"войсковой";"0";"0";"0";
"волгоград";"0";"0";"0";
"волгоградский";"0";"0";"0";
"волевой";"1,25";"0,82915619758885";"1";
"волжский";"0";"0";"0";
"волна";"0";"0";"0";
"волнение";"-0,666666666666667";"0,666666666666667";"-1";
"волнительный";"0";"1,4142135623731";"0";
"волновать";"-0,333333333333333";"0,471404520791032";"0";
"вологодский";"0";"0";"0";
"волонтерский";"0,333333333333333";"0,471404520791032";"0";
"волхонка";"0";"0";"0";
"волшебник";"-0,333333333333333";"0,471404520791032";"0";
"вольнолюбивый";"0,333333333333333";"0,471404520791032";"0";
"вонючий";"-2";"0";"-2";
"вонять";"-1,33333333333333";"0,471404520791032";"-1";
"воображать";"-0,4";"0,489897948556636";"0";
"воображение";"0,444444444444444";"0,496903994999953";"0";
"вооружать";"0";"0";"0";
"вооружаться";"-0,2";"0,4";"0";
"вооружение";"-0,666666666666667";"0,942809041582063";"-1";
"вопиющий";"-1,33333333333333";"0,471404520791032";"-1";
"вопль";"-0,75";"0,433012701892219";"-1";
"вопрос";"0";"0";"0";
"ворчливый";"-1,33333333333333";"0,471404520791032";"-1";
"восклицательный";"0,222222222222222";"0,628539361054709";"0";
"восклицать";"0,333333333333333";"0,471404520791032";"0";
"воспаление";"-0,888888888888889";"0,737027731190089";"-1";
